Format Version,1.23,Take Name,heart_sim_output,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,3/17/2026 16:00,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global,
,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,ID,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
420,42,0.096689,-0.070383,0.064081,-0.052246,-0.081159,0.05749,0.022221,-0.075771,0.060786,-0.002764,-0.162751,0.144401,0.030751,-0.162124,0.143411,0.000387,-0.165466,0.096325,0.027239,-0.167149,0.095897
421,42.1,0.096678,-0.070847,0.064045,-0.052315,-0.081275,0.057434,0.022182,-0.076061,0.060739,-0.003431,-0.163605,0.14393,0.030633,-0.162171,0.143426,0.000288,-0.165516,0.096328,0.027204,-0.167066,0.094928
422,42.2,0.096673,-0.070587,0.064085,-0.052241,-0.081039,0.057528,0.022216,-0.075813,0.060806,-0.002874,-0.163639,0.143517,0.030684,-0.162123,0.143486,0.000199,-0.16658,0.096817,0.025377,-0.166391,0.094455
423,42.3,0.09665,-0.070593,0.064104,-0.052314,-0.08131,0.057457,0.022168,-0.075951,0.060781,-0.003896,-0.163445,0.143933,0.03018,-0.162014,0.143428,0.000261,-0.165572,0.09684,0.027146,-0.167191,0.095924
424,42.4,0.096687,-0.070445,0.06415,-0.052235,-0.081062,0.057509,0.022226,-0.075754,0.06083,-0.003327,-0.163494,0.143486,0.030739,-0.161065,0.143448,0.000462,-0.164465,0.096452,0.027248,-0.167089,0.095468
425,42.5,0.096629,-0.070458,0.06411,-0.052354,-0.081454,0.057474,0.022137,-0.075956,0.060792,-0.003307,-0.162561,0.143959,0.030648,-0.162152,0.143479,0.000366,-0.164576,0.096959,0.027152,-0.167206,0.095967
426,42.6,0.096627,-0.070427,0.064076,-0.052311,-0.081261,0.057501,0.022158,-0.075844,0.060789,-0.002787,-0.162715,0.143965,0.030696,-0.162154,0.143473,0.000411,-0.164585,0.096955,0.027674,-0.167356,0.095971
427,42.7,0.096712,-0.070884,0.064037,-0.052293,-0.081248,0.057471,0.022209,-0.076066,0.060754,-0.002809,-0.16269,0.143972,0.030708,-0.161083,0.143454,0.000423,-0.164497,0.096465,0.027249,-0.166094,0.095557
428,42.8,0.096636,-0.070472,0.064129,-0.052249,-0.080961,0.057519,0.022194,-0.075716,0.060824,-0.002862,-0.162659,0.143934,0.030621,-0.162109,0.143451,0.000382,-0.164439,0.096427,0.026733,-0.165897,0.095514
429,42.9,0.096644,-0.070561,0.064122,-0.052446,-0.08168,0.057385,0.022099,-0.07612,0.060753,-0.002857,-0.162695,0.143924,0.030626,-0.162143,0.143438,0.000349,-0.164548,0.096913,0.027135,-0.16718,0.095923
430,43,0.096714,-0.070741,0.064062,-0.052124,-0.080624,0.057578,0.022295,-0.075683,0.06082,-0.003376,-0.163552,0.143961,0.030688,-0.162112,0.143454,0.000405,-0.164518,0.096934,0.027256,-0.167007,0.094956
431,43.1,0.096671,-0.070623,0.064072,-0.05223,-0.080986,0.057511,0.02222,-0.075804,0.060791,-0.002783,-0.162688,0.143961,0.030699,-0.162125,0.143471,0.000418,-0.164556,0.09695,0.027246,-0.166148,0.096037
432,43.2,0.096594,-0.07017,0.064156,-0.052286,-0.081069,0.057519,0.022154,-0.07562,0.060838,-0.003445,-0.163675,0.144436,0.030652,-0.162169,0.143441,0.000305,-0.165525,0.096345,0.027157,-0.167211,0.095927
433,43.3,0.096722,-0.070781,0.064061,-0.052151,-0.080669,0.057604,0.022286,-0.075725,0.060832,-0.002772,-0.162654,0.143973,0.031141,-0.162302,0.143969,0.00081,-0.165679,0.096897,0.027689,-0.167288,0.095979
434,43.4,0.096716,-0.070679,0.064083,-0.052313,-0.081213,0.057484,0.022201,-0.075946,0.060784,-0.001424,-0.16315,0.144483,0.032027,-0.1616,0.14443,0.000872,-0.164659,0.096962,0.02721,-0.167072,0.095467
435,43.5,0.0967,-0.07116,0.064003,-0.052342,-0.081343,0.057441,0.022179,-0.076251,0.060722,-0.000924,-0.162374,0.144954,0.032414,-0.162836,0.144471,0.000829,-0.164706,0.096963,0.02761,-0.167337,0.095972
436,43.6,0.096768,-0.071241,0.063996,-0.052305,-0.081184,0.057509,0.022232,-0.076213,0.060752,-0.000322,-0.161468,0.144939,0.032843,-0.164074,0.144996,0.000763,-0.165698,0.096891,0.027609,-0.16738,0.096469
437,43.7,0.096768,-0.071181,0.06402,-0.052219,-0.081026,0.057546,0.022274,-0.076103,0.060783,0.000715,-0.160772,0.145433,0.033798,-0.164333,0.14503,0.000886,-0.164664,0.096983,0.027635,-0.167358,0.096484
438,43.8,0.096629,-0.070486,0.06413,-0.052361,-0.081371,0.057492,0.022134,-0.075929,0.060811,0.000759,-0.159846,0.145885,0.034178,-0.165634,0.14555,0.000959,-0.163693,0.097058,0.027642,-0.167335,0.095991
439,43.9,0.096705,-0.07077,0.06405,-0.052321,-0.08141,0.057421,0.022192,-0.07609,0.060736,0.001244,-0.160017,0.145838,0.034658,-0.16581,0.145495,0.000871,-0.164712,0.096922,0.028571,-0.167703,0.096439
440,44,0.096672,-0.070748,0.064021,-0.052213,-0.080976,0.057521,0.02223,-0.075862,0.060771,0.001688,-0.160223,0.146327,0.034691,-0.164746,0.14546,0.001458,-0.163842,0.097004,0.027661,-0.167337,0.095922
441,44.1,0.096775,-0.07118,0.064012,-0.052123,-0.080699,0.057566,0.022326,-0.07594,0.060789,0.001686,-0.160227,0.146346,0.035122,-0.164953,0.145976,0.000889,-0.164717,0.096936,0.027638,-0.167408,0.096438
442,44.2,0.096717,-0.070957,0.064034,-0.052269,-0.081093,0.057508,0.022224,-0.076025,0.060771,0.001554,-0.161258,0.146396,0.035087,-0.164961,0.145991,0.00133,-0.164868,0.096965,0.028106,-0.167496,0.095973
443,44.3,0.096647,-0.070303,0.064183,-0.052257,-0.081195,0.05752,0.022195,-0.075749,0.060852,0.002039,-0.161395,0.146937,0.035577,-0.166071,0.146082,0.001448,-0.163863,0.097583,0.027685,-0.167282,0.096011
444,44.4,0.096573,-0.070098,0.064177,-0.052254,-0.081149,0.057494,0.022159,-0.075624,0.060836,0.002591,-0.160589,0.146862,0.035553,-0.165173,0.146474,0.001365,-0.164882,0.096958,0.028109,-0.167574,0.096459
445,44.5,0.096761,-0.071185,0.063995,-0.052244,-0.081071,0.057536,0.022259,-0.076128,0.060766,0.002676,-0.159502,0.146871,0.03555,-0.166109,0.146067,0.001446,-0.16382,0.097078,0.027681,-0.167247,0.095505
446,44.6,0.096757,-0.071383,0.063999,-0.052334,-0.081147,0.057521,0.022211,-0.076265,0.06076,0.000206,-0.160611,0.145419,0.033757,-0.164322,0.145028,0.000847,-0.164644,0.09698,0.028103,-0.16742,0.095999
447,44.7,0.096694,-0.070789,0.064107,-0.052227,-0.081041,0.057483,0.022233,-0.075915,0.060795,-0.001925,-0.163063,0.144446,0.031999,-0.162642,0.14396,0.000753,-0.165725,0.09686,0.028043,-0.167622,0.096942
448,44.8,0.096696,-0.070841,0.064063,-0.052253,-0.081026,0.057503,0.022222,-0.075934,0.060783,-0.00288,-0.162807,0.144431,0.031097,-0.162327,0.143466,0.000838,-0.164747,0.096943,0.027619,-0.167377,0.095953
449,44.9,0.096781,-0.071321,0.063973,-0.052283,-0.081261,0.057488,0.022249,-0.076291,0.060731,-0.002767,-0.162627,0.143427,0.030684,-0.162138,0.143427,0.000339,-0.165492,0.096329,0.027667,-0.167319,0.095923
450,45,0.096616,-0.070291,0.064138,-0.052185,-0.080851,0.057606,0.022215,-0.075571,0.060872,-0.002788,-0.162674,0.144003,0.030694,-0.162119,0.143505,0.000335,-0.165499,0.096418,0.027663,-0.167329,0.096005
451,45.1,0.09662,-0.070343,0.064151,-0.052182,-0.080839,0.057567,0.022219,-0.075591,0.060859,-0.002818,-0.162712,0.14396,0.030664,-0.16215,0.143475,0.000423,-0.164508,0.096453,0.027725,-0.166246,0.095561
452,45.2,0.096649,-0.070514,0.064114,-0.052285,-0.081265,0.057487,0.022182,-0.07589,0.060801,-0.00276,-0.162668,0.143484,0.030724,-0.161127,0.143455,0.00079,-0.165774,0.096898,0.027734,-0.167246,0.094997
453,45.3,0.096771,-0.071339,0.063991,-0.052307,-0.081205,0.057492,0.022232,-0.076272,0.060741,-0.003286,-0.162501,0.143436,0.030672,-0.16111,0.143423,0.000294,-0.165508,0.09635,0.027654,-0.167271,0.095452
454,45.4,0.096692,-0.070968,0.06402,-0.052316,-0.081383,0.057448,0.022188,-0.076175,0.060734,-0.002805,-0.162769,0.14392,0.030678,-0.162203,0.143433,0.000304,-0.165646,0.096833,0.02723,-0.16622,0.095999
455,45.5,0.09669,-0.070839,0.064043,-0.052248,-0.080991,0.057499,0.022221,-0.075915,0.060771,-0.002841,-0.162742,0.143904,0.031137,-0.161279,0.143398,0.000358,-0.164595,0.096894,0.027144,-0.167227,0.095899
456,45.6,0.096682,-0.07069,0.06412,-0.05231,-0.081235,0.057448,0.022186,-0.075962,0.060784,-0.001361,-0.162131,0.144465,0.031986,-0.16259,0.144005,0.000849,-0.164674,0.096974,0.027664,-0.167229,0.0955
457,45.7,0.096751,-0.071112,0.064041,-0.052112,-0.080652,0.057551,0.02232,-0.075882,0.060796,0.000229,-0.160673,0.145371,0.033318,-0.164236,0.144977,0.001364,-0.164837,0.096942,0.027664,-0.167314,0.095946
458,45.8,0.096617,-0.070037,0.064135,-0.052221,-0.081067,0.057517,0.022198,-0.075552,0.060826,0.000702,-0.160886,0.14588,0.033758,-0.165502,0.145494,0.000893,-0.164703,0.096945,0.02815,-0.167475,0.095957
459,45.9,0.096704,-0.070515,0.064126,-0.052079,-0.080517,0.057617,0.022313,-0.075516,0.060871,0.00128,-0.159996,0.145877,0.034258,-0.164585,0.145495,0.000908,-0.164707,0.096963,0.027689,-0.167331,0.095968
460,46,0.096586,-0.070261,0.064171,-0.052203,-0.080772,0.057537,0.022192,-0.075517,0.060854,0.00122,-0.159894,0.145388,0.034165,-0.164556,0.145502,0.000833,-0.164671,0.096958,0.027614,-0.167299,0.095972
461,46.1,0.096693,-0.070916,0.064081,-0.05237,-0.081483,0.057473,0.022162,-0.0762,0.060777,0.001226,-0.159997,0.145901,0.034177,-0.165642,0.145556,0.00086,-0.164722,0.096988,0.027642,-0.167348,0.095998
462,46.2,0.096669,-0.070746,0.064021,-0.052223,-0.080877,0.05755,0.022223,-0.075811,0.060786,0.000761,-0.159862,0.145846,0.034211,-0.165589,0.145024,0.000855,-0.16471,0.096941,0.028587,-0.167631,0.095967
463,46.3,0.096772,-0.070996,0.064047,-0.052266,-0.081261,0.057488,0.022253,-0.076129,0.060768,-0.000194,-0.16056,0.145361,0.033396,-0.164197,0.144484,0.000908,-0.164722,0.096932,0.028261,-0.167282,0.09447
464,46.4,0.096725,-0.071245,0.063985,-0.052291,-0.081163,0.057518,0.022217,-0.076204,0.060752,-0.001913,-0.163011,0.144465,0.032011,-0.162591,0.143972,0.000853,-0.164659,0.096955,0.027633,-0.167288,0.095961
465,46.5,0.096662,-0.070598,0.06407,-0.052182,-0.080811,0.057526,0.02224,-0.075705,0.060798,-0.002858,-0.16283,0.144414,0.031118,-0.162348,0.143446,0.000276,-0.165635,0.096838,0.027226,-0.167112,0.094938
466,46.6,0.096577,-0.069792,0.064207,-0.052175,-0.080808,0.057574,0.022201,-0.0753,0.06089,-0.002687,-0.161651,0.143915,0.030654,-0.163171,0.143476,0.000405,-0.164537,0.09693,0.027191,-0.167163,0.095937
467,46.7,0.09668,-0.070852,0.064017,-0.052303,-0.081341,0.05747,0.022188,-0.076096,0.060744,-0.00281,-0.162722,0.143928,0.030672,-0.16217,0.143435,0.000319,-0.16552,0.096342,0.028187,-0.167359,0.094958
468,46.8,0.096674,-0.070756,0.064074,-0.05239,-0.081476,0.057436,0.022142,-0.076116,0.060755,-0.002844,-0.162663,0.14345,0.030607,-0.162186,0.143448,0.000259,-0.165542,0.096353,0.027078,-0.167304,0.096427
469,46.9,0.096768,-0.071443,0.063928,-0.052395,-0.081554,0.057447,0.022187,-0.076499,0.060687,-0.003419,-0.163595,0.143969,0.030676,-0.162088,0.14299,0.000303,-0.165522,0.096369,0.027187,-0.167138,0.095462
470,47,0.096622,-0.070326,0.0641,-0.052305,-0.081366,0.057447,0.022159,-0.075846,0.060773,-0.00278,-0.16273,0.143938,0.030736,-0.161117,0.143418,0.000349,-0.165534,0.096352,0.027709,-0.16729,0.09545
471,47.1,0.09672,-0.070786,0.064091,-0.052304,-0.08123,0.057494,0.022208,-0.076008,0.060792,-0.002713,-0.161635,0.143919,0.030662,-0.162107,0.14346,0.000321,-0.165466,0.09636,0.027681,-0.167225,0.095465
472,47.2,0.096606,-0.07047,0.064102,-0.052313,-0.081254,0.057451,0.022146,-0.075862,0.060776,-0.003217,-0.161547,0.143902,0.030664,-0.161124,0.143419,0.000242,-0.165593,0.096852,0.027634,-0.167293,0.09545
473,47.3,0.096595,-0.070159,0.06419,-0.052204,-0.080811,0.057549,0.022196,-0.075485,0.06087,-0.002812,-0.162606,0.143468,0.030673,-0.161069,0.143446,0.000298,-0.165483,0.096372,0.027151,-0.167167,0.095958
474,47.4,0.096597,-0.07,0.064196,-0.052336,-0.081407,0.057403,0.022131,-0.075704,0.0608,-0.002852,-0.162796,0.144406,0.030697,-0.16112,0.143407,0.000423,-0.164508,0.09641,0.027144,-0.167275,0.09641
475,47.5,0.096717,-0.07108,0.063984,-0.052233,-0.081135,0.057481,0.022242,-0.076107,0.060732,-0.00268,-0.161696,0.143921,0.030729,-0.161112,0.143428,0.000409,-0.164593,0.096937,0.027671,-0.167362,0.095953
476,47.6,0.096697,-0.071061,0.063994,-0.052249,-0.081074,0.057464,0.022224,-0.076067,0.060729,-0.003323,-0.162656,0.144418,0.030699,-0.161124,0.143423,0.000284,-0.165614,0.096853,0.027645,-0.167373,0.095948
477,47.7,0.096671,-0.070676,0.064073,-0.052335,-0.081392,0.057467,0.022168,-0.076034,0.06077,-0.003229,-0.162471,0.143464,0.030729,-0.161077,0.143443,0.00044,-0.164482,0.096456,0.027669,-0.167326,0.095968
478,47.8,0.096648,-0.070633,0.064093,-0.05232,-0.081325,0.057464,0.022164,-0.075979,0.060779,-0.002713,-0.161716,0.143926,0.030696,-0.161135,0.143437,0.000414,-0.164542,0.096445,0.027241,-0.166137,0.095539
479,47.9,0.096612,-0.070348,0.064113,-0.05232,-0.081308,0.057444,0.022146,-0.075828,0.060779,-0.002839,-0.16274,0.14391,0.030644,-0.162189,0.143421,0.000362,-0.164588,0.096899,0.02718,-0.167151,0.095414
