Format Version,1.23,Take Name,heart_sim_output,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,3/17/2026 16:00,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global,
,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,ID,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
198,19.8,0.096786,-0.071341,0.063965,-0.052191,-0.080996,0.05753,0.022298,-0.076168,0.060747,-0.002749,-0.162632,0.143953,0.030734,-0.162065,0.143466,0.000391,-0.165436,0.096368,0.026778,-0.166004,0.096511
199,19.9,0.096635,-0.070332,0.064084,-0.052195,-0.080983,0.057546,0.02222,-0.075657,0.060815,-0.002755,-0.162691,0.143931,0.030728,-0.162127,0.143441,0.000349,-0.165564,0.096844,0.027743,-0.167248,0.095447
200,20,0.096655,-0.070218,0.064132,-0.052081,-0.080572,0.057644,0.022287,-0.075395,0.060888,-0.003173,-0.162499,0.143946,0.030782,-0.162076,0.143463,0.00043,-0.165441,0.09637,0.027798,-0.16623,0.09604
201,20.1,0.096848,-0.071759,0.063877,-0.052315,-0.081406,0.057434,0.022266,-0.076582,0.060656,-0.002641,-0.161566,0.143419,0.031132,-0.163294,0.143484,0.000328,-0.165533,0.096846,0.027213,-0.167143,0.095933
202,20.2,0.096716,-0.070892,0.064062,-0.052067,-0.080413,0.05764,0.022324,-0.075652,0.060851,-0.003698,-0.162314,0.143443,0.030698,-0.16211,0.143467,0.000323,-0.165552,0.096867,0.027241,-0.167093,0.095462
203,20.3,0.096829,-0.071816,0.0639,-0.052347,-0.081411,0.057488,0.022241,-0.076614,0.060694,-0.003708,-0.162293,0.143465,0.030688,-0.16209,0.143488,0.000345,-0.165466,0.096391,0.02723,-0.167078,0.095483
204,20.4,0.096746,-0.071303,0.064018,-0.052177,-0.080718,0.057611,0.022284,-0.07601,0.060815,-0.003282,-0.162393,0.143504,0.030641,-0.162051,0.143524,0.000307,-0.165423,0.09642,0.02716,-0.167108,0.096011
205,20.5,0.096586,-0.070063,0.064172,-0.052227,-0.080901,0.05759,0.022179,-0.075482,0.060881,-0.002687,-0.161604,0.143931,0.030688,-0.162072,0.143473,0.000348,-0.165438,0.096373,0.0272,-0.167119,0.095959
206,20.6,0.096774,-0.071428,0.063901,-0.052245,-0.081068,0.057505,0.022265,-0.076248,0.060703,-0.002771,-0.162669,0.143935,0.030743,-0.162038,0.142971,0.000469,-0.164461,0.096428,0.027223,-0.167153,0.095935
207,20.7,0.09678,-0.071436,0.064009,-0.052095,-0.080445,0.057674,0.022343,-0.075941,0.060842,-0.002759,-0.162568,0.143473,0.030692,-0.162075,0.14348,0.000456,-0.164428,0.096454,0.027243,-0.167052,0.095474
208,20.8,0.096703,-0.070603,0.064036,-0.052384,-0.08182,0.057417,0.02216,-0.076212,0.060726,-0.003146,-0.162483,0.143421,0.030777,-0.162129,0.143428,0.000492,-0.164547,0.09691,0.027279,-0.167167,0.095914
209,20.9,0.096722,-0.071221,0.063889,-0.052229,-0.081021,0.057519,0.022247,-0.076121,0.060704,-0.003228,-0.16256,0.143907,0.030727,-0.16215,0.143415,0.00046,-0.164489,0.096408,0.027181,-0.167259,0.096394
210,21,0.096661,-0.070418,0.064095,-0.052263,-0.081168,0.057499,0.022199,-0.075793,0.060797,-0.003265,-0.162525,0.143896,0.030755,-0.160991,0.142921,0.000418,-0.164513,0.096897,0.027237,-0.167069,0.095416
211,21.1,0.096681,-0.070644,0.064075,-0.052337,-0.081493,0.057425,0.022172,-0.076069,0.06075,-0.003244,-0.162533,0.143938,0.030745,-0.161064,0.143434,0.000465,-0.164469,0.096441,0.027695,-0.167308,0.095958
212,21.2,0.096694,-0.070763,0.064119,-0.052261,-0.081171,0.057538,0.022216,-0.075967,0.060829,-0.002751,-0.162516,0.143518,0.030764,-0.160903,0.143022,0.000463,-0.164383,0.0965,0.02725,-0.167006,0.095519
213,21.3,0.096726,-0.070807,0.064046,-0.052111,-0.080627,0.057606,0.022307,-0.075717,0.060826,-0.002761,-0.16263,0.143931,0.030722,-0.162067,0.143445,0.000478,-0.164408,0.096423,0.027232,-0.167101,0.095929
214,21.4,0.096785,-0.071202,0.06399,-0.052281,-0.081258,0.057473,0.022252,-0.07623,0.060731,-0.003222,-0.162511,0.143909,0.030798,-0.160974,0.142929,0.000388,-0.165446,0.096334,0.02724,-0.167125,0.095916
215,21.5,0.096817,-0.071551,0.063923,-0.052077,-0.080458,0.05765,0.02237,-0.076005,0.060787,-0.00279,-0.162696,0.143962,0.030727,-0.161086,0.143447,0.000313,-0.165581,0.096876,0.027263,-0.167054,0.094977
216,21.6,0.096681,-0.07049,0.064075,-0.052185,-0.080874,0.057569,0.022248,-0.075682,0.060822,-0.00275,-0.16265,0.143919,0.030797,-0.160969,0.142928,0.000452,-0.164495,0.096908,0.026763,-0.166973,0.095905
217,21.7,0.096719,-0.071151,0.063994,-0.052248,-0.081222,0.057512,0.022235,-0.076187,0.060753,-0.002266,-0.162777,0.143474,0.030746,-0.161082,0.143442,0.000375,-0.165513,0.096367,0.027228,-0.167186,0.095955
218,21.8,0.09682,-0.071537,0.063929,-0.052118,-0.080643,0.057655,0.022351,-0.07609,0.060792,-0.002732,-0.162565,0.143457,0.030753,-0.16102,0.143433,0.000442,-0.164488,0.096935,0.027237,-0.166148,0.096515
219,21.9,0.096855,-0.071645,0.06392,-0.052202,-0.081012,0.057517,0.022327,-0.076328,0.060719,-0.002751,-0.162631,0.14394,0.030766,-0.161018,0.143424,0.000353,-0.165495,0.096852,0.027238,-0.167104,0.095936
220,22,0.096647,-0.070354,0.064124,-0.052212,-0.080978,0.057546,0.022217,-0.075666,0.060835,-0.002735,-0.162578,0.143448,0.030749,-0.161026,0.14343,0.000449,-0.164504,0.096927,0.027712,-0.167266,0.095952
221,22.1,0.096642,-0.07043,0.064139,-0.052238,-0.080994,0.057544,0.022202,-0.075712,0.060842,-0.00277,-0.162597,0.143451,0.030746,-0.160986,0.142953,0.00044,-0.164456,0.096433,0.027194,-0.16715,0.095942
222,22.2,0.096932,-0.072292,0.063841,-0.052154,-0.080904,0.057572,0.022389,-0.076598,0.060707,-0.003194,-0.162478,0.143915,0.030795,-0.160997,0.14342,0.000528,-0.164392,0.096418,0.027283,-0.167076,0.09593
223,22.3,0.096568,-0.070159,0.064124,-0.052319,-0.081312,0.05748,0.022124,-0.075735,0.060802,-0.002812,-0.162703,0.143916,0.030737,-0.16103,0.142923,0.000324,-0.165508,0.09633,0.027684,-0.167269,0.095432
224,22.4,0.096637,-0.070327,0.064143,-0.052271,-0.081209,0.057515,0.022183,-0.075768,0.060829,-0.002722,-0.162616,0.14346,0.030763,-0.16107,0.143433,0.00035,-0.165558,0.096861,0.027235,-0.167165,0.095945
225,22.5,0.096683,-0.07056,0.064091,-0.052102,-0.080472,0.057648,0.02229,-0.075516,0.060869,-0.002754,-0.162545,0.143488,0.030697,-0.162052,0.143493,0.000425,-0.164478,0.096966,0.027285,-0.166,0.095567
226,22.6,0.096729,-0.071161,0.06396,-0.052218,-0.080855,0.057583,0.022255,-0.076008,0.060771,-0.002766,-0.162559,0.143467,0.030718,-0.161018,0.143442,0.000342,-0.165434,0.09637,0.027194,-0.167116,0.095955
227,22.7,0.096777,-0.071439,0.06393,-0.052184,-0.080921,0.057564,0.022297,-0.07618,0.060747,-0.002754,-0.162632,0.143423,0.030697,-0.162143,0.143422,0.00035,-0.165491,0.096325,0.02771,-0.16725,0.095426
228,22.8,0.096651,-0.070437,0.064112,-0.052285,-0.081254,0.05748,0.022183,-0.075846,0.060796,-0.002781,-0.162613,0.143954,0.030767,-0.160937,0.142963,0.000357,-0.165413,0.096369,0.027274,-0.166957,0.094968
229,22.9,0.096788,-0.071573,0.063939,-0.052293,-0.081329,0.057464,0.022247,-0.076451,0.060702,-0.002706,-0.161616,0.143927,0.030703,-0.161038,0.143441,0.000294,-0.165519,0.096867,0.027662,-0.166316,0.096535
230,23,0.096716,-0.070924,0.064064,-0.052229,-0.080996,0.057549,0.022243,-0.07596,0.060807,-0.002808,-0.162623,0.143969,0.030741,-0.160949,0.14298,0.0003,-0.165497,0.096883,0.027185,-0.167111,0.095969
231,23.1,0.096621,-0.070109,0.064206,-0.052342,-0.081406,0.057446,0.022139,-0.075757,0.060826,-0.003378,-0.163471,0.143998,0.03072,-0.160978,0.143473,0.000348,-0.165395,0.096398,0.027709,-0.167153,0.095504
232,23.2,0.096809,-0.071456,0.063927,-0.052192,-0.081057,0.057528,0.022308,-0.076257,0.060727,-0.003221,-0.162527,0.143927,0.030768,-0.161054,0.143425,0.000392,-0.16547,0.096352,0.027245,-0.167146,0.095937
233,23.3,0.096761,-0.071499,0.063938,-0.052265,-0.081163,0.057506,0.022248,-0.076331,0.060722,-0.003331,-0.162605,0.144442,0.030722,-0.161006,0.142976,0.000316,-0.165496,0.09638,0.027201,-0.16711,0.095474
234,23.4,0.096785,-0.071777,0.063889,-0.052344,-0.081283,0.0575,0.022221,-0.07653,0.060695,-0.002727,-0.161652,0.143904,0.030682,-0.161076,0.14342,0.000275,-0.165553,0.096844,0.027193,-0.167099,0.09544
235,23.5,0.09674,-0.071357,0.06396,-0.052329,-0.08137,0.057459,0.022205,-0.076364,0.060709,-0.002781,-0.162681,0.143412,0.030669,-0.162191,0.143414,0.000293,-0.165619,0.096814,0.027179,-0.167231,0.095899
236,23.6,0.096716,-0.071057,0.063977,-0.052347,-0.081553,0.057445,0.022185,-0.076305,0.060711,-0.002762,-0.162649,0.143964,0.030751,-0.162023,0.142992,0.000464,-0.164441,0.096456,0.027259,-0.166106,0.096036
237,23.7,0.096677,-0.070478,0.064069,-0.052175,-0.080831,0.0576,0.022251,-0.075655,0.060834,-0.002634,-0.16165,0.143935,0.030741,-0.162118,0.143464,0.00045,-0.164545,0.096951,0.027236,-0.16717,0.095952
238,23.8,0.096677,-0.070661,0.064097,-0.052184,-0.080854,0.057585,0.022247,-0.075758,0.060841,-0.003263,-0.162511,0.143963,0.030724,-0.162026,0.14301,0.00045,-0.164453,0.096467,0.027237,-0.167078,0.095483
239,23.9,0.096575,-0.070041,0.064152,-0.052209,-0.080931,0.05757,0.022183,-0.075486,0.060861,-0.003265,-0.16253,0.143935,0.030724,-0.161068,0.143428,0.00034,-0.165476,0.09636,0.0277,-0.167237,0.095459
240,24,0.096726,-0.071054,0.064036,-0.052277,-0.081164,0.057553,0.022224,-0.076109,0.060794,-0.003262,-0.162498,0.143998,0.030759,-0.160966,0.143016,0.000414,-0.16452,0.096999,0.0272,-0.167147,0.096008
241,24.1,0.09664,-0.070668,0.064053,-0.05216,-0.080655,0.057587,0.02224,-0.075662,0.06082,-0.00325,-0.162492,0.143394,0.030673,-0.16215,0.143404,0.000424,-0.164481,0.096385,0.02721,-0.167112,0.095397
242,24.2,0.096665,-0.070801,0.064048,-0.052209,-0.080817,0.057577,0.022228,-0.075809,0.060813,-0.003284,-0.162416,0.143436,0.03064,-0.162081,0.143449,0.000394,-0.16441,0.096428,0.027655,-0.167191,0.095453
243,24.3,0.096587,-0.06998,0.064201,-0.052302,-0.081252,0.057496,0.022142,-0.075616,0.060849,-0.002762,-0.162563,0.143473,0.03072,-0.162002,0.142999,0.000448,-0.164426,0.096454,0.027202,-0.167119,0.095963
244,24.4,0.096759,-0.071135,0.064019,-0.052076,-0.080432,0.057634,0.022342,-0.075783,0.060827,-0.002668,-0.161621,0.143938,0.030707,-0.162088,0.143478,0.000463,-0.16444,0.096457,0.027249,-0.167066,0.095472
245,24.5,0.096681,-0.070636,0.064067,-0.052247,-0.081117,0.057497,0.022217,-0.075876,0.060782,-0.002763,-0.162595,0.143426,0.030687,-0.162109,0.143428,0.000442,-0.164439,0.096407,0.027269,-0.166038,0.095502
246,24.6,0.09675,-0.071528,0.063934,-0.052342,-0.08139,0.057445,0.022204,-0.076459,0.060689,-0.002816,-0.162615,0.143443,0.030635,-0.16213,0.143448,0.000395,-0.164471,0.096424,0.027149,-0.167172,0.095933
247,24.7,0.096734,-0.070942,0.064014,-0.052259,-0.081212,0.057525,0.022237,-0.076077,0.060769,-0.002731,-0.162683,0.14394,0.030782,-0.162051,0.142966,0.000362,-0.165553,0.096853,0.027256,-0.166198,0.096501
248,24.8,0.096629,-0.070269,0.064209,-0.052193,-0.080829,0.057593,0.022218,-0.075549,0.060901,-0.003201,-0.162314,0.143005,0.03069,-0.162032,0.143513,0.000422,-0.164458,0.096984,0.027209,-0.167081,0.095999
249,24.9,0.096662,-0.070774,0.064042,-0.052332,-0.08147,0.057425,0.022165,-0.076122,0.060734,-0.003206,-0.162434,0.142927,0.030716,-0.162092,0.142948,0.000306,-0.165585,0.096828,0.027666,-0.167344,0.095923
250,25,0.096691,-0.070806,0.064071,-0.052237,-0.081092,0.057509,0.022227,-0.075949,0.06079,-0.003335,-0.163537,0.143461,0.030696,-0.162157,0.143452,0.000457,-0.164512,0.096428,0.027212,-0.167203,0.095937
251,25.1,0.096646,-0.070562,0.064134,-0.052437,-0.081805,0.057364,0.022104,-0.076184,0.060749,-0.003848,-0.163283,0.143511,0.030658,-0.162056,0.143514,0.000321,-0.165428,0.096412,0.027247,-0.166012,0.095589
252,25.2,0.09676,-0.071318,0.06398,-0.052195,-0.080796,0.057604,0.022282,-0.076057,0.060792,-0.002819,-0.162651,0.143968,0.030695,-0.162034,0.142999,0.00038,-0.164519,0.096958,0.027165,-0.167153,0.095964
253,25.3,0.096792,-0.071547,0.063968,-0.052294,-0.081133,0.05753,0.022249,-0.07634,0.060749,-0.002791,-0.162547,0.143466,0.03066,-0.162059,0.143474,0.000425,-0.164403,0.096447,0.027178,-0.167101,0.095959
254,25.4,0.096668,-0.070465,0.06409,-0.052166,-0.080808,0.057568,0.022251,-0.075637,0.060829,-0.003218,-0.162484,0.14343,0.030705,-0.162142,0.143433,0.000448,-0.164483,0.096421,0.027233,-0.167114,0.095428
255,25.5,0.096751,-0.071318,0.064033,-0.052217,-0.080888,0.057577,0.022267,-0.076103,0.060805,-0.002802,-0.162585,0.143498,0.030649,-0.162099,0.143503,0.000409,-0.164453,0.09648,0.027163,-0.167153,0.09599
256,25.6,0.096721,-0.070767,0.064058,-0.052068,-0.080448,0.057667,0.022327,-0.075608,0.060862,-0.002744,-0.162615,0.143971,0.030738,-0.162046,0.143487,0.000465,-0.164475,0.096961,0.027253,-0.167093,0.095973
257,25.7,0.096757,-0.071255,0.063945,-0.052251,-0.0811,0.057547,0.022253,-0.076177,0.060746,-0.002744,-0.162599,0.143466,0.030707,-0.162102,0.14347,0.000466,-0.164465,0.096448,0.027252,-0.167086,0.095465
258,25.8,0.096765,-0.071283,0.063984,-0.052153,-0.080684,0.057614,0.022306,-0.075984,0.060799,-0.003221,-0.162468,0.143455,0.030734,-0.16206,0.14298,0.000313,-0.165556,0.096866,0.027198,-0.167172,0.095945
259,25.9,0.096635,-0.070642,0.064086,-0.052277,-0.081051,0.057512,0.022179,-0.075847,0.060799,-0.002829,-0.162656,0.143938,0.030654,-0.162107,0.143447,0.000403,-0.164441,0.096429,0.028075,-0.167505,0.096446
260,26,0.096624,-0.070247,0.064179,-0.052302,-0.081153,0.05751,0.022161,-0.0757,0.060844,-0.002818,-0.162605,0.143966,0.030696,-0.161973,0.143014,0.000339,-0.165411,0.096382,0.027192,-0.167089,0.095977
261,26.1,0.096647,-0.070384,0.064138,-0.052113,-0.080608,0.057598,0.022267,-0.075496,0.060868,-0.002776,-0.162635,0.143978,0.030707,-0.162073,0.143491,0.000429,-0.164501,0.096968,0.027724,-0.167201,0.095497
262,26.2,0.09668,-0.070684,0.06406,-0.052311,-0.081353,0.057454,0.022184,-0.076019,0.060757,-0.003223,-0.162468,0.143428,0.0307,-0.162118,0.143439,0.000455,-0.164467,0.096419,0.02721,-0.167159,0.095925
263,26.3,0.096665,-0.070392,0.064132,-0.052167,-0.080914,0.057573,0.022249,-0.075653,0.060852,-0.002638,-0.16163,0.143955,0.030769,-0.162018,0.143022,0.000949,-0.164674,0.096984,0.027288,-0.167073,0.095494
264,26.4,0.096695,-0.070582,0.064051,-0.052184,-0.080958,0.057551,0.022256,-0.07577,0.060801,-0.00269,-0.162581,0.143432,0.030792,-0.162019,0.14295,0.000376,-0.165508,0.096833,0.027261,-0.167115,0.095913
265,26.5,0.096549,-0.06995,0.064194,-0.052325,-0.081255,0.057523,0.022112,-0.075603,0.060858,-0.003257,-0.162448,0.143472,0.030698,-0.162037,0.143006,0.00042,-0.164459,0.096464,0.027174,-0.167158,0.095971
266,26.6,0.096578,-0.069985,0.064182,-0.052303,-0.081273,0.057496,0.022138,-0.075629,0.060839,-0.003274,-0.162494,0.143965,0.030681,-0.162082,0.143488,0.000336,-0.165452,0.096392,0.027229,-0.166105,0.096054
267,26.7,0.096724,-0.071159,0.063978,-0.052373,-0.081528,0.057438,0.022176,-0.076343,0.060708,-0.003295,-0.16248,0.143953,0.030726,-0.16095,0.142979,0.000423,-0.164413,0.096457,0.028128,-0.167402,0.095989
268,26.8,0.09673,-0.071161,0.063948,-0.05224,-0.081001,0.057555,0.022245,-0.076081,0.060751,-0.003739,-0.16244,0.143871,0.030688,-0.162174,0.143401,0.000339,-0.165519,0.096306,0.027191,-0.167204,0.095886
269,26.9,0.096727,-0.071203,0.063987,-0.052221,-0.080762,0.057589,0.022253,-0.075982,0.060788,-0.002833,-0.162638,0.143953,0.03065,-0.162081,0.143471,0.000313,-0.165443,0.096368,0.027198,-0.167057,0.095464
270,27,0.096727,-0.070973,0.064057,-0.052266,-0.080973,0.057545,0.022231,-0.075973,0.060801,-0.003418,-0.163518,0.143945,0.030647,-0.162079,0.14345,0.000313,-0.165426,0.096345,0.027231,-0.166973,0.094951
271,27.1,0.096683,-0.07067,0.064118,-0.052181,-0.080786,0.057643,0.022251,-0.075728,0.060881,-0.002812,-0.162619,0.143998,0.030702,-0.161989,0.143042,0.000341,-0.165432,0.096414,0.027194,-0.16711,0.096006
272,27.2,0.096613,-0.07,0.064176,-0.052273,-0.081272,0.057511,0.02217,-0.075636,0.060844,-0.002714,-0.162598,0.143448,0.030737,-0.1621,0.143451,0.000396,-0.165458,0.096351,0.027281,-0.167064,0.095444
273,27.3,0.096689,-0.070656,0.064074,-0.052162,-0.080811,0.057581,0.022264,-0.075733,0.060827,-0.002726,-0.162592,0.143443,0.030756,-0.16203,0.142966,0.000348,-0.165526,0.096844,0.027709,-0.167279,0.09594
274,27.4,0.096615,-0.070104,0.064184,-0.052176,-0.080918,0.057549,0.022219,-0.075511,0.060866,-0.003268,-0.162535,0.143913,0.030687,-0.162117,0.143442,0.000318,-0.165546,0.096837,0.027712,-0.167231,0.095446
275,27.5,0.096654,-0.070347,0.064123,-0.052227,-0.081137,0.057507,0.022213,-0.075742,0.060815,-0.002714,-0.162647,0.143445,0.030737,-0.162153,0.143441,0.000386,-0.165516,0.096347,0.027239,-0.167195,0.095927
276,27.6,0.096741,-0.071316,0.063901,-0.052321,-0.081367,0.057472,0.02221,-0.076342,0.060687,-0.003257,-0.16258,0.143923,0.030729,-0.162098,0.142962,0.000312,-0.165608,0.096847,0.027673,-0.167365,0.095939
277,27.7,0.096598,-0.070006,0.064225,-0.052235,-0.081085,0.057511,0.022181,-0.075546,0.060868,-0.003301,-0.162571,0.144441,0.030686,-0.162083,0.143481,0.00035,-0.165453,0.096379,0.027267,-0.166993,0.094983
278,27.8,0.096653,-0.070673,0.064055,-0.052267,-0.081013,0.057521,0.022193,-0.075843,0.060788,-0.003278,-0.162462,0.14343,0.030645,-0.162122,0.143443,0.000401,-0.164461,0.096422,0.027187,-0.167092,0.095437
279,27.9,0.096692,-0.071171,0.063974,-0.052279,-0.081204,0.057466,0.022206,-0.076187,0.06072,-0.003316,-0.162628,0.144404,0.030703,-0.162075,0.142964,0.000332,-0.165505,0.096341,0.027226,-0.166154,0.096007
280,28,0.09668,-0.070356,0.064104,-0.05227,-0.081247,0.057539,0.022205,-0.075802,0.060821,-0.002693,-0.162602,0.143474,0.030789,-0.162038,0.142988,0.000468,-0.164534,0.096951,0.026844,-0.166871,0.094959
281,28.1,0.096679,-0.070619,0.064105,-0.052246,-0.081148,0.057508,0.022216,-0.075884,0.060807,-0.002613,-0.161558,0.143467,0.030761,-0.16202,0.143014,0.000384,-0.16547,0.096397,0.026793,-0.166931,0.095477
282,28.2,0.096723,-0.070995,0.064022,-0.052207,-0.081055,0.057517,0.022258,-0.076025,0.06077,-0.00324,-0.162531,0.143935,0.030746,-0.162045,0.142979,0.000337,-0.165551,0.096859,0.027222,-0.167159,0.095944
283,28.3,0.096632,-0.07046,0.064083,-0.05233,-0.081392,0.057491,0.022151,-0.075926,0.060787,-0.003244,-0.162492,0.143963,0.030711,-0.162079,0.14348,0.000358,-0.165447,0.096388,0.02721,-0.167131,0.095968
284,28.4,0.096587,-0.070204,0.064176,-0.052175,-0.080612,0.057561,0.022206,-0.075408,0.060869,-0.002746,-0.161632,0.143899,0.030661,-0.162038,0.142969,0.000264,-0.165528,0.096839,0.027149,-0.167143,0.095931
285,28.5,0.096693,-0.071159,0.063978,-0.052307,-0.081204,0.057473,0.022193,-0.076182,0.060725,-0.002758,-0.161703,0.144419,0.030681,-0.16204,0.142996,0.000277,-0.165537,0.096871,0.027163,-0.167151,0.09596
286,28.6,0.096697,-0.071009,0.064013,-0.052252,-0.081029,0.057511,0.022223,-0.076019,0.060762,-0.00271,-0.161568,0.143412,0.030633,-0.162117,0.143442,0.000872,-0.164592,0.096429,0.027145,-0.16715,0.095926
287,28.7,0.096698,-0.071219,0.063996,-0.052296,-0.081097,0.057544,0.022201,-0.076158,0.06077,-0.002838,-0.162586,0.143445,0.030613,-0.162109,0.143449,0.000721,-0.165668,0.096858,0.027124,-0.167144,0.095934
288,28.8,0.096681,-0.07073,0.064058,-0.052134,-0.0806,0.057614,0.022274,-0.075665,0.060836,-0.002686,-0.161604,0.143934,0.030688,-0.16208,0.143469,0.000304,-0.165506,0.096874,0.027665,-0.167268,0.095966
289,28.9,0.096699,-0.07056,0.064144,-0.052304,-0.081266,0.057469,0.022198,-0.075913,0.060806,-0.002758,-0.162506,0.14349,0.030724,-0.161946,0.14302,0.000326,-0.165445,0.096892,0.027179,-0.167125,0.096475
290,29,0.096614,-0.07044,0.064104,-0.052162,-0.080709,0.057601,0.022226,-0.075574,0.060852,-0.003304,-0.162534,0.143935,0.030682,-0.162059,0.142978,0.000304,-0.165487,0.09636,0.027664,-0.16725,0.095462
291,29.1,0.096645,-0.070309,0.064111,-0.052298,-0.081344,0.057462,0.022174,-0.075826,0.060786,-0.003187,-0.162393,0.142942,0.030705,-0.162122,0.143434,0.000348,-0.165476,0.096344,0.0272,-0.167162,0.095921
292,29.2,0.096712,-0.070778,0.064046,-0.052268,-0.081237,0.057517,0.022222,-0.076007,0.060782,-0.003259,-0.162555,0.144481,0.030728,-0.162065,0.143515,0.000385,-0.165446,0.096418,0.027778,-0.167129,0.09503
293,29.3,0.096711,-0.070849,0.064014,-0.052227,-0.081111,0.057562,0.022242,-0.07598,0.060788,-0.002625,-0.161614,0.143427,0.030718,-0.162156,0.143445,0.000459,-0.164506,0.096433,0.026843,-0.16589,0.095019
294,29.4,0.096703,-0.070781,0.064061,-0.052153,-0.080791,0.057574,0.022275,-0.075786,0.060817,-0.003234,-0.162476,0.14395,0.030755,-0.160999,0.143455,0.000389,-0.165422,0.096376,0.027275,-0.167026,0.095474
295,29.5,0.096563,-0.070079,0.064138,-0.052225,-0.08093,0.057555,0.022169,-0.075504,0.060847,-0.002727,-0.161649,0.143939,0.030679,-0.162059,0.142996,0.000397,-0.164477,0.096458,0.027191,-0.166149,0.096041
296,29.6,0.096601,-0.069978,0.064188,-0.052181,-0.080856,0.05756,0.02221,-0.075417,0.060874,-0.003227,-0.162413,0.143455,0.030696,-0.162067,0.143469,0.000355,-0.165425,0.096369,0.02724,-0.167037,0.095462
297,29.7,0.096798,-0.071303,0.063975,-0.052149,-0.080661,0.057608,0.022325,-0.075982,0.060791,-0.002648,-0.161605,0.143407,0.030695,-0.162143,0.143432,0.000348,-0.165503,0.096336,0.027233,-0.167115,0.095426
298,29.8,0.096589,-0.070528,0.06408,-0.052263,-0.080852,0.057585,0.022163,-0.07569,0.060832,-0.002879,-0.16267,0.143952,0.030636,-0.16206,0.142983,0.000254,-0.165477,0.096366,0.027581,-0.167318,0.095958
299,29.9,0.096718,-0.071058,0.064077,-0.052246,-0.081017,0.057547,0.022236,-0.076037,0.060812,-0.003313,-0.16252,0.143951,0.030642,-0.162116,0.143473,0.000263,-0.16554,0.096875,0.027655,-0.167236,0.095478
300,30,0.096703,-0.070692,0.064067,-0.052229,-0.080912,0.057557,0.022237,-0.075802,0.060812,-0.002643,-0.161529,0.143439,0.0307,-0.162071,0.143459,0.000313,-0.165502,0.096866,0.02723,-0.167048,0.095454
301,30.1,0.09671,-0.070781,0.064062,-0.052294,-0.0812,0.057499,0.022208,-0.07599,0.06078,-0.002732,-0.162546,0.142957,0.030687,-0.162131,0.143442,0.000336,-0.165484,0.096348,0.02722,-0.167101,0.095436
302,30.2,0.096714,-0.070722,0.064046,-0.052141,-0.080685,0.057608,0.022286,-0.075703,0.060827,-0.00262,-0.16157,0.143445,0.030723,-0.162103,0.14347,0.000377,-0.165476,0.096375,0.027262,-0.167085,0.095466
303,30.3,0.096736,-0.071138,0.063993,-0.052149,-0.080625,0.057628,0.022293,-0.075881,0.06081,-0.00332,-0.162591,0.144432,0.030667,-0.162119,0.143457,0.000308,-0.165474,0.096368,0.02716,-0.167166,0.095945
304,30.4,0.096682,-0.07064,0.064058,-0.052174,-0.080934,0.057555,0.022254,-0.075787,0.060806,-0.002594,-0.161543,0.142951,0.030748,-0.162079,0.142984,0.000368,-0.16552,0.096368,0.02722,-0.167199,0.095949
305,30.5,0.096539,-0.069662,0.064224,-0.05225,-0.081043,0.057554,0.022145,-0.075352,0.060889,-0.003272,-0.162528,0.143924,0.030714,-0.162058,0.142957,0.000288,-0.165543,0.096846,0.027688,-0.166278,0.096012
306,30.6,0.096751,-0.071137,0.064003,-0.052322,-0.081335,0.057485,0.022214,-0.076236,0.060744,-0.002674,-0.161629,0.143911,0.030701,-0.162092,0.143454,0.000364,-0.165453,0.096353,0.026782,-0.165954,0.096008
307,30.7,0.09667,-0.070773,0.064038,-0.052291,-0.081137,0.05755,0.022189,-0.075955,0.060794,-0.002684,-0.16155,0.143449,0.030659,-0.162099,0.143468,0.000303,-0.165456,0.096378,0.02763,-0.167292,0.095966
308,30.8,0.096696,-0.071114,0.064002,-0.052165,-0.080598,0.057609,0.022265,-0.075856,0.060806,-0.002723,-0.161618,0.143435,0.030586,-0.163218,0.143487,0.000273,-0.165525,0.096365,0.027125,-0.167216,0.095948
